created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Mar 29 12:13:21 +0000 2024;1773684872332120279;"𝗦𝗘𝗟𝗔𝗠𝗔𝗧 𝗗𝗔𝗧𝗔𝗡𝗚 𝗖𝗔𝗟𝗢𝗡 𝗠𝗔𝗛𝗔𝗦𝗜𝗦𝗪𝗔 𝗞𝗜𝗣 𝗞𝗨𝗟𝗜𝗔𝗛 𝗨𝗡𝗬 𝗝𝗔𝗟𝗨𝗥 𝗦𝗡𝗕𝗣 𝟮𝟬𝟮𝟰  Simak persyaratan untuk masuk grup WhatsApp  #SNBP2024 #kabinetinklusifbermakna #FOMUNY2024 https://t.co/ZSxb5bD7nx";0;0;0;1;in;4087795639;1773684872332120279;fomuny_;https://twitter.com/fomuny_/status/1773684872332120279
Fri Mar 29 12:06:35 +0000 2024;1773683166743507314;"WELCOME TPB FSRD ITB 2024!! #snbp2024 #snbp #fsrd #itb https://t.co/7RmfhM6r2C";0;0;0;0;in;1594301197858484225;1773683166743507314;yuzhongsheesh;https://twitter.com/yuzhongsheesh/status/1773683166743507314
Fri Mar 29 10:12:25 +0000 2024;1773654435601735839;"guys aku bingung bangetttt aku lulus snbp, tapi ortu ku ga punya uang buat ongkos pesawat, biaya bulanan, kost, dll. tiap hari aku nangis mikirin ini semua, masa depanku kayak gimana. ada yang punya saran gak?😭😭😭 #snbp2024 #ptn #lulusptn";0;0;0;0;in;1740555531193106432;1773654435601735839;icecream_wasabi;https://twitter.com/icecream_wasabi/status/1773654435601735839
Fri Mar 29 09:57:45 +0000 2024;1773650747227283482;"Drop skor utbk yang lolos akutansi upn veteran Yogyakarta donggg Butuh banget buat adekk #snbt #snbt2024 #utbk #maba #snbp2024";0;0;0;0;in;1343741550040207361;1773650747227283482;cansamoy;https://twitter.com/cansamoy/status/1773650747227283482
Fri Mar 29 09:41:23 +0000 2024;1773646629658095883;"Temen-temen maaf banget, kalau ada waktu boleh tolong bantu kuesioner aku buat tugas kuliah kah? Ketentuannya cuma kelahiran 97-12 aja kok. Boleh kok barter, drop linknya aja hihii  #kuesioner  #snbp2024";0;3;0;0;in;1014579488573669376;1773646629658095883;0410archives;https://twitter.com/0410archives/status/1773646629658095883
Fri Mar 29 09:29:31 +0000 2024;1773643641510125662;"hai, yang lolos snbp kemarin jurusan teknologi pangan IPB boleh tau ga ya rata rata nya berapa? makasi &lt 3 #snbp2024";0;0;0;0;in;4890443427;1773643641510125662;ilustracsi;https://twitter.com/ilustracsi/status/1773643641510125662
Fri Mar 29 08:44:02 +0000 2024;1773632195279593719;"🗣 WEBINAR NASIONAL 2024 GRATIS  📚 Tema: Intelektual Muda Berkarya : Asah Kreativitasmu dengan Desain Canva   🗓 Sabtu, 30 Maret 2024 ⏰ 09-00 - SelesaI   Terbuka untuk umum!  Link Pendaftaran: https://t.co/oWUDkw3Oo6  #vina #okin #sengketa #snbp2024 #snbt2024 #KISSOFLIFE #cat2 https://t.co/lh11xypHfW";0;0;0;0;in;1151122744601223169;1773632195279593719;Fangsline;https://twitter.com/Fangsline/status/1773632195279593719
Fri Mar 29 07:29:35 +0000 2024;1773613457738174575;"late to the party.. tapi ini portofolio ku yang ketolak dkv isi ygy hehe   emang banyak banget minusnya sih... #portofoliosnbp2024 #snbp2024 https://t.co/uY887ZtIlc";0;3;2;6;in;1584053700053516288;1773613457738174575;moonsayangpara;https://twitter.com/moonsayangpara/status/1773613457738174575
Fri Mar 29 06:36:56 +0000 2024;1773600210565951662;"Selamat kepada peserta didik SMA Doa Bangsa binaan FKDB dan YPPDB yang telah diterima di Perguruan Tinggi Negeri jalur Seleksi Nasional Berdasarkan Prestasi (SNBP) Tahun 2024.   #selamatdansukses #snbp #snbp2024 #sma #smk #akademik #fkdb #mahasiswa https://t.co/qjBVA6siNv";0;1;0;1;in;1275925808268242945;1773600210565951662;FKDB_2005;https://twitter.com/FKDB_2005/status/1773600210565951662
Fri Mar 29 05:35:03 +0000 2024;1773584637928886591;"Open joki Ujian Mandiri PTN  Slot terbatas Booking sekarang, Hub : https://t.co/McosQLaC7S https://t.co/KLPu1J7myJ  #jokitugas #PTN #snbp2024 #snbt2024 #Jokiskripsi #utbk #jokitoefl #thepassion";0;0;2;2;in;1550685006074626049;1773584637928886591;JokiIN_PTN;https://twitter.com/JokiIN_PTN/status/1773584637928886591
Fri Mar 29 05:32:58 +0000 2024;1773584111145292258;"Guys.... ⚠️ Starterpack SNBT alternatifa ada kenaikan 50k😕 Barusan bgtt di infoin.... So, buat yg blm sempet daftar ayo buruan daftar!! Nanti takutnya ada kenaikan harga lagi😭 Boleh bgt ya tanya2 dulu ke akuu😊 #snbt2024 #studytwt #snbp2024  https://t.co/Z322HCkZpo";0;2;0;0;in;1084371144772186112;1773584111145292258;trexrawww;https://twitter.com/trexrawww/status/1773584111145292258
Fri Mar 29 05:19:50 +0000 2024;1773580805018710133;"kakak kakak yang kemarin dapet biru di sisfor ub atau its boleh share nilai rata ratanya enggak?🫠 #snbp2024 #ub";0;0;0;1;in;1530520195239845888;1773580805018710133;futureofoxford;https://twitter.com/futureofoxford/status/1773580805018710133
Fri Mar 29 01:04:08 +0000 2024;1773516456145346845;"Halo kelas 11 👋🏻. Yuk persiapkan diri untuk PAT dan ambis di kelas 12! Buat yang  pengen lolos SNBP, kesempatan kalian ga banyak! Yuk langganan paket ruangguru biar bisa dapet nilai maksimal dan lolos SNBP! Untuk info lebih lanjut bisa WA ya #ruangguru #zonauang #snbp2024 https://t.co/qwozoPs45n";0;0;0;1;in;1685891774777327616;1773516456145346845;JokiTugasnow77;https://twitter.com/JokiTugasnow77/status/1773516456145346845
Fri Mar 29 00:20:42 +0000 2024;1773505527903027607;"Pagi camaba✨ Tiba2 udh H-32 SNBT aja🤧🙀 Yg dari kemaren blm sempet daftar starterpack alternatifa, masih ada kesempatan buat daftar yaaa🤩 ⚠️TGL 30 MARET UDH CLOSED ⚠️ Jangan sampe nyesel klo gk daftar🤭 Boleh bgt ya yg mau tanya2 duls #AMBISVERSE #snbt2024 #snbp2024 #studytwt https://t.co/W7TqZSNV8G";0;1;0;1;in;1084371144772186112;1773505527903027607;trexrawww;https://twitter.com/trexrawww/status/1773505527903027607
Thu Mar 28 23:47:15 +0000 2024;1773497110257877491;"Selamat ... #snbp2024 #hasilresult #kuliah https://t.co/14TlAUHrgm";0;0;0;0;in;1752765972107427840;1773497110257877491;KKME45Y;https://twitter.com/KKME45Y/status/1773497110257877491
Thu Mar 28 23:16:45 +0000 2024;1773489433976987723;"membiru abangku💙🔥 -late post 27/03/2024 #snbp2024 #PTN https://t.co/hIor7gx8AW";0;1;1;1;in;1201091220274999296;1773489433976987723;iseayeary;https://twitter.com/iseayeary/status/1773489433976987723
Thu Mar 28 21:40:47 +0000 2024;1773465281693913389;"Rekomendasi Buku untuk #utbk2024  terbaik   --- A thread  #snbp2024 #snbt2024 #racunshopee https://t.co/RY7ZiO9pvO";0;1;0;0;in;1212526121092145153;1773465281693913389;allaboutrahman;https://twitter.com/allaboutrahman/status/1773465281693913389
Thu Mar 28 21:30:18 +0000 2024;1773462646471463386;"Aku mau sharing Portofolioku yang di terima di FSRD ITB buat klian jadikan bahan referensi barangkali untuk improve. Karbeb saya dari panel komik digital yang aku juarai di lomba FLS 2023   #portofoliosnbp #snbp2024 #gamsus #karyabebas https://t.co/pdaWxIHfc5";0;0;1;6;in;1294986186159616000;1773462646471463386;PanicInMushroom;https://twitter.com/PanicInMushroom/status/1773462646471463386
Thu Mar 28 20:41:06 +0000 2024;1773450264089137485;"Ambis UTBK 2024 !! Moots? #utbk2024 #snbt2024 #snbp2024 #snbt #snbp #studytwt";0;2;0;1;in;1409694884852768768;1773450264089137485;winterscandy_;https://twitter.com/winterscandy_/status/1773450264089137485
Thu Mar 28 17:53:21 +0000 2024;1773408047630884879;"H-30 SNBT, BELUM MULAI BELAJAR SNBT??? BISA GA YA MATERI NYA KEKEJAR??? BISA BANGET, SIMAK THREADKUUUU 🤩🤩  #snbp2024 #snbp #snbt #AMBIS #utbk #utbk2024 #AMBIVERSE #PTN #UGM #UI #studytwt #materisnbt https://t.co/qPuVFLnCJx";0;1;0;0;in;1675333717039149057;1773408047630884879;nilstudy_24;https://twitter.com/nilstudy_24/status/1773408047630884879
Thu Mar 28 16:54:57 +0000 2024;1773393349745254692;"WTS WANGSIT 2024 TERBARU Take ALL 100K ajaa FREE kumpulan rumus+sticky notes miniso (2)  Ongkir bisa dibicarakan 📍Kediri, Jawa Timur  GAS REPLY/DM #snbt #snbt2024 #snbp #snbp2024 #wts #zonauang https://t.co/7nIZbjETcv";1;3;0;0;in;768056346738425857;1773393349745254692;spaghettoniii;https://twitter.com/spaghettoniii/status/1773393349745254692
Thu Mar 28 16:45:13 +0000 2024;1773390901911625931;"Apapun jurusannya. Kalo kerja nanti jangan korupsi ya. #snbp #snbt2024 #snbt #snbp2024";0;0;0;0;in;1765648300475351040;1773390901911625931;Elektromedy;https://twitter.com/Elektromedy/status/1773390901911625931
Thu Mar 28 16:39:19 +0000 2024;1773389415400022261;"pilihan 1  farmasi ga bisa kerja (kuliah pagi) univ biasa aja  pilihan 2 sistem informasi bisa kerja (kuliah malam) univ lumayan bagus   tolong tuangkan pendapat kalian, bagusan pilih yang mana 🙏 #kuliah akibat ketolak #snbp #snbp2024";0;0;0;0;in;1120640403940622336;1773389415400022261;JesslynAnastas1;https://twitter.com/JesslynAnastas1/status/1773389415400022261
Thu Mar 28 16:00:18 +0000 2024;1773379597280964718;"monggo yg lagi cari kos area unnes , ada ready 1 kamar mandi dalam. Hanya 2-3 menit saja dari kampus🛵💨 #snbpunnes #kosunnes #snbp2024 https://t.co/3RSe3p4rie";0;0;0;1;in;1375112395509559301;1773379597280964718;alyayayaw;https://twitter.com/alyayayaw/status/1773379597280964718
Thu Mar 28 14:44:15 +0000 2024;1773360457287409697;"guys yang go expert nya udah ga kepake mau donggg #snbp #snbp2024 #ganeshaoperation";0;0;0;0;in;1682627229849890816;1773360457287409697;urbgstflex;https://twitter.com/urbgstflex/status/1773360457287409697
Thu Mar 28 14:27:11 +0000 2024;1773356164119417051;"Semangat dan jangan sampai ketinggalan✨  📲 Narahubung 👤 Azizah https://t.co/gjh5RfGH9P  #SNBP2024 #AdaAdvoDisini #AdvoSolution #MembantuDariHati";0;1;0;0;in;1223631012;1773355947005448343;BEMPPBA_UNJ;https://twitter.com/BEMPPBA_UNJ/status/1773356164119417051
Thu Mar 28 13:28:43 +0000 2024;1773341449603424333;"hih kalau ga ada rekening air gmn please #universitasnegerimalang #snbp2024 😭😭";0;1;0;1;in;1584888044779634688;1773341449603424333;sweetiecaths;https://twitter.com/sweetiecaths/status/1773341449603424333
Thu Mar 28 13:22:07 +0000 2024;1773339788461961691;"ada yang open joki buat surat keterangan snbp ga ya, pls butuh banget😩🙏 #snbp2024 #snbp #joki";0;2;0;0;in;1760188697084076032;1773339788461961691;blanketbaru;https://twitter.com/blanketbaru/status/1773339788461961691
Thu Mar 28 13:06:15 +0000 2024;1773335794557595961;"Gw mau pamer juga walaupun telat #snbp2024 https://t.co/SsOhASjGpw";0;2;0;0;in;1734200187227394048;1773335794557595961;arumanis_000;https://twitter.com/arumanis_000/status/1773335794557595961
Thu Mar 28 12:20:47 +0000 2024;1773324352529842331;"HAWHSHSGEHE #snbp2024 https://t.co/nvN9hiKla4";0;0;0;0;in;1288015887815991296;1773324352529842331;akunnyania;https://twitter.com/akunnyania/status/1773324352529842331
Thu Mar 28 11:25:56 +0000 2024;1773310552380432846;"Thanks God💕 jd maba feb unnes nii🤩✌🏻 #moots yuk #mabafebunnes24 #snbp2024 https://t.co/Fy7wlV9F1n";0;0;0;2;in;1638536956010467339;1773310552380432846;taurussevery;https://twitter.com/taurussevery/status/1773310552380432846
Thu Mar 28 09:35:57 +0000 2024;1773282872486486304;"‼️Rp150.000 udah bisa netap di kota bogor⁉️  Halo semuanya, mau ngucapin Selamat buat temen temen Mahasiswa Baru yang lolos SNBP Sekolah Vokasi IPB dan lagi nyari tempat tinggal saat perkuliahan nanti, yukk daftar jadi bagian dari Asrama IPB Ekasari  #snbp #snbp2024 #svipb https://t.co/TpNrptipX6";0;0;0;0;in;1402524447068725249;1773282872486486304;yaudahsihgan;https://twitter.com/yaudahsihgan/status/1773282872486486304
Thu Mar 28 09:29:16 +0000 2024;1773281190125928480;"Buat kamu yang masih harus berjuang, tetep tersenyum dan jangan berkecil hati, karena ini bukan akhir dari segalanya. 😎  Siniii, Champ bantu cari jalan lain untuk mencapai tujuan kamu. Simak di bawah ini agar kamu bisa meraih kampus impian! https://t.co/QLtJs4bhZQ  #snbp2024 https://t.co/0Qz90rfZpn";0;1;1;1;in;1728180828;1773281186107809826;campaign_id;https://twitter.com/campaign_id/status/1773281190125928480
Thu Mar 28 09:28:57 +0000 2024;1773281110455177280;"Warna merah warna cinta 🫶 #snbp2024 https://t.co/66pClxy4cH";0;0;0;0;in;1701529709333659648;1773281110455177280;jyfgha;https://twitter.com/jyfgha/status/1773281110455177280
Thu Mar 28 09:16:37 +0000 2024;1773278005348974944;"saya sudah aman ges  #snbp2024  #UNAND";0;0;0;0;in;1516578726590312449;1773278005348974944;terkemtot;https://twitter.com/terkemtot/status/1773278005348974944
Thu Mar 28 09:03:05 +0000 2024;1773274601935520156;"YANG LOLOS SNBP UGM AYO MUTUALAN!! aku mau sharing2 tentang daftar ulang:) #ugm  #snbp2024";0;9;0;0;in;1314515864922644481;1773274601935520156;zarrwyz;https://twitter.com/zarrwyz/status/1773274601935520156
Thu Mar 28 08:22:40 +0000 2024;1773264429871779940;"Segenap Civitas Akademika SMA Advent Bandung mengucapkan Selamat dan Sukses Atas lulusnya pada jalur SNBP 2024 Tetap semangat dan terus berprestasi, membawa nama baik pribadi, keluarga, dan Almamater SMA Advent Bandung tercinta. #perguruanadventbandung  #naripan91 #snbp #snbp2024 https://t.co/5OkSeIbKWS";0;0;0;0;in;1385433810217541634;1773264429871779940;PerguruanAdvent;https://twitter.com/PerguruanAdvent/status/1773264429871779940
Thu Mar 28 08:21:27 +0000 2024;1773264126111846541;"ITS Terima 1.556 Mahasiswa Baru Jalur Prestasi SNBP di 2024  Sumber: https://t.co/rK3U5xgEHI | Media Kolaborasi Indonesia.  https://t.co/tIpaJqgSTv  #snbp #snbpits #seleksinasionalberdasarkanprestasi #unggulwasiwitono #kipkuliah #snbp2024 #bp3its #ketik #ketikmedia #ketikonline https://t.co/BjdozCIAHM";0;0;0;0;in;1594880014490959872;1773264126111846541;ketikmedia;https://twitter.com/ketikmedia/status/1773264126111846541
Thu Mar 28 07:12:14 +0000 2024;1773246703161733144;"Yang pasti-pasti aja gak sih tweps...  #snbp2024  #UNISAYOGYA #PMBUNISA https://t.co/y9gDSV3Utg";0;0;0;1;in;1049277190297149440;1773246703161733144;pmbunisayogya;https://twitter.com/pmbunisayogya/status/1773246703161733144
Thu Mar 28 07:03:56 +0000 2024;1773244616076079126;"Waduhh gawat wirrrrrr‼️‼️ ⚠️STARTERPACK ALTERNATIFA DI TUTUP TGL 30 MARET⚠️ So, buat kalian yg blm sempet daftar buruan daftarrrrr. Kalo ga daftar rugiii bgt aseli kata gw tehhh🤧  #AMBISVERS #snbp2024 #studytwt #snbt2024  https://t.co/4oJrKg2pYs";0;0;0;0;in;1084371144772186112;1773244616076079126;trexrawww;https://twitter.com/trexrawww/status/1773244616076079126
Thu Mar 28 05:39:38 +0000 2024;1773223402314035226;"I DID IT!! alhamdulillah! thank youu uny💙💙 #snbp2024 https://t.co/FTnXYoeKx5";0;0;0;1;in;1306806456029573125;1773223402314035226;wardahtzy;https://twitter.com/wardahtzy/status/1773223402314035226
Thu Mar 28 05:33:54 +0000 2024;1773221959423164553;"Hi Gadjah Mada Muda 👋   Prosedur dan Persyaratan Registrasi bagi yang lolos jalur SNBP 2024 dapat diakses pada laman https://t.co/OaozOxIPXA 😉  Jangan sampai kelewatan ya!  #SNBP2024 #SNBPUGM #RegistrasiUGM #MabaUGM #UjianMasukUGM https://t.co/DtcCrNvwbi";1;0;0;4;in;307691335;1773221959423164553;ditmawaugm;https://twitter.com/ditmawaugm/status/1773221959423164553
Thu Mar 28 05:01:41 +0000 2024;1773213852722676166;"Tak Lolos SNBP, Coba Jalur UTBK-SNBT untuk Kuliah di PTN, Ini Link, Cara Daftar dan Biayanya https://t.co/cNk1Qv2vQV lewat @tribunnews #utbksnbt #snbp2024 #snbp #snbt2024 #SNBT";0;0;0;0;in;1544145887290568705;1773213852722676166;WartaKota5;https://twitter.com/WartaKota5/status/1773213852722676166
Thu Mar 28 04:58:42 +0000 2024;1773213099434160267;"Yuk kakak kakak!!  Buat yang mau ikut kelass persiapan SNBT boleh banget yaa!!  All 80K/bulan!  #snbp2024 #utbk2024 https://t.co/RSUYMVnVpk";1;0;1;3;in;1404411407701987328;1773213099434160267;CHE_allfree;https://twitter.com/CHE_allfree/status/1773213099434160267
Thu Mar 28 04:56:29 +0000 2024;1773212543328072141;"MODAL CEPE BET 2RIBUAN DAPET 10JT ?! CUMAN DI SOHO YANG BISA BEGINI !! . #infoslot #infoslotgacor #slotgacor #slotgacorhariini #slotpragmatic #sandradewi #HarveyMoeis #timnasday #vietnam #snbp2024 #snbp #HybeDivestFromZionism #towel #fifa  #hotmanparis #viral #Chapter27WithLalisa https://t.co/ZcrAob7de8";0;0;0;1;in;1738440477593239552;1773212543328072141;Sohoslotgacor;https://twitter.com/Sohoslotgacor/status/1773212543328072141
Thu Mar 28 04:54:15 +0000 2024;1773211981996056778;"CAIR CAIR THR NYA NIH BRAYYY !! JEPE TERUS MAIN DI SOHO !! 🔥🔥 . #infoslot #infoslotgacor #slotgacor #oribet #slotgacorhariini #slotpragmatic #sandradewi #HarveyMoeis #timnasday #vietnam #snbp2024 #snbp #HybeDivestFromZionism #towel #fifa #hotmanparis #viral #Chapter27WithLalisa https://t.co/Xvb0AW5zni";0;0;0;1;in;1738440477593239552;1773211981996056778;Sohoslotgacor;https://twitter.com/Sohoslotgacor/status/1773211981996056778
Thu Mar 28 04:13:38 +0000 2024;1773201757767667742;"Giveaway time !  Krn hari ini dikantor ku udah ada thr , mau berbagi sedikit Rizki buat Maba yang gak lulus snbp  biar tambah semangat lagi belajarnya. 200 RB untuk 4 orang pemenang. .ditutup nanti buka puasa jam 6 waktu Jakarta.  Indonesia menuju pintar 👍👍👍 #snbp2024";2;4;10;10;in;1674087072255156228;1773201757767667742;sunabati24;https://twitter.com/sunabati24/status/1773201757767667742
Thu Mar 28 04:12:48 +0000 2024;1773201550329974852;"Selain jalur SNBP dan SNBT, siswa juga bisa mencoba jalur seleksi mandiri di masing-masing PTN tujuan. Terlebih, saat ini sudah banyak jalur mandiri PTN yang hanya menggunakan nilai rapor sebagai syarat.⁣ ⁣ Berikut daftarnya!⁣ ⁣ &gt &gt  https://t.co/oB8kSNjbhf  #PTN #SNBP2024 https://t.co/wop99Egu9u";0;0;0;1;in;1668188086067683331;1773201550329974852;detik_edu;https://twitter.com/detik_edu/status/1773201550329974852
Thu Mar 28 04:06:15 +0000 2024;1773199899477061841;"Hallo CAMABA #unej   Buat kalian yang sudah lolos di jalur SNBP 2024 catat tanggal penting untuk Verifikasi dan Registrasi ya!    Informasi pengumuman dan verifikasi bisa kalian unduh melalui QR Code yang tersedia 👌  #universitasjember  #infounej  #snbp2024 https://t.co/q4GANEQ0t5";0;0;0;0;in;1385041923199569921;1773199899477061841;univ_jember;https://twitter.com/univ_jember/status/1773199899477061841
Thu Mar 28 03:58:56 +0000 2024;1773198061457514693;"misal pilihannya gini: 1. Teknik industri peminat 2023 : 684 daya tampung 2024 : 60 2. Ilmu hukum peminat 2023 : 2.176 daya tampung 2024 : 160  pg pil. 2 itu 550an yg pil 1. 560an  menurut kalian gmn berat ga ya? #utbk2024 #snbp2024 #snbt2024";0;0;0;1;in;1755737643391070208;1773198061457514693;mengsss_0000;https://twitter.com/mengsss_0000/status/1773198061457514693
Thu Mar 28 03:14:31 +0000 2024;1773186880336544248;"@UGMYogyakarta klo kalian ga masuk ugm/ga keterima,, selalu inget menfess sialan ini ya❤️ siapa tau kalian less sedih #snbp2024 🦅🐺GRAGHHHHH https://t.co/2Fg4IUcjyp";0;0;1;3;in;1640290100008603648;1773186880336544248;mushybouquet;https://twitter.com/mushybouquet/status/1773186880336544248
Thu Mar 28 03:11:54 +0000 2024;1773186222069813288;"WTB BUKU WANGSIT OM JERO 2024!! #zonauang #utbk2024 #snbp2024 #snbt2024";0;1;0;0;in;1503010186708979713;1773186222069813288;kroyshe;https://twitter.com/kroyshe/status/1773186222069813288
Thu Mar 28 02:54:19 +0000 2024;1773181797867880872;"3. Jadi, jangan sampai lewatkan kesempatan ini, karena batas pendaftaran hanya sampai 26 April 2024.  *S&amp K berlaku  #JalurPejuangSNBP2024 #SNBP2024 #DaftarKuliah #UKRIDA #PerguruanTinggiSwasta #KampusJakarta #KampusMerdeka #MerdekaBelajar #UniversitasKristen #UKRIDAjakarta…";0;0;0;0;in;1261592242499645441;1773181662458716410;masukkampus;https://twitter.com/masukkampus/status/1773181797867880872
Thu Mar 28 02:51:53 +0000 2024;1773181184903651812;"Menuju IPB #snbp2024 https://t.co/ltBcE8GExN";0;0;0;0;in;1576374549247295488;1773181184903651812;dzlfkrnjb;https://twitter.com/dzlfkrnjb/status/1773181184903651812
Thu Mar 28 02:48:04 +0000 2024;1773180224798072997;"Selamat dan Sukses  Siswa dan Siswi yang di terima di Perguruan Tinggi Negeri Non Tes Tahun 2024, melalui Jalur SNBP dan Jalur PMDP  #man1malang #snbp2024 #snbp #pmdp https://t.co/wQ9DTR9lmx";0;0;0;0;in;1062620869749428224;1773180224798072997;man1malang;https://twitter.com/man1malang/status/1773180224798072997
Thu Mar 28 02:14:46 +0000 2024;1773171846801748398;"Surat terbuka buat para teman" ku, kalo misal emang mau ngajak ke kos lu pliss jangan nitip es degan ya   #snbp2024 #kyla #RamadanEkstraSeru #Ramadan_Talk #mahasiwauinsa";0;0;0;0;in;1533765254467158016;1773171846801748398;vaizeljordan19;https://twitter.com/vaizeljordan19/status/1773171846801748398
Thu Mar 28 02:12:36 +0000 2024;1773171298153160961;"Sekarang banyak banget yang ngerayain lulusnya snbp, cuma liat mereka kadang iri soalnya GK bisa ngerasain pada masa itu fuck lah!! Mereka belom tau aja kehidupan dibangku perkuliahan gimana.   #snbp2024 #kyla #verydarkman";0;0;0;1;in;1533765254467158016;1773171298153160961;vaizeljordan19;https://twitter.com/vaizeljordan19/status/1773171298153160961
Thu Mar 28 01:36:55 +0000 2024;1773162320396431508;"IDN E-Lottery - Cashdrop April Penuh Berkah | 01 - 31 April 2024.  Link Daftar : https://t.co/dbChkw5TRm Link Main : https://t.co/dbChkw5TRm  #RamadanPastiExtra #sandradewi #snbp2024 #FIFASeries #HokBen #FinalFantasy #Marshanda #gerbangtolhalimutama #arema #witan #yati https://t.co/pYJBLysDps";0;0;0;0;in;1626067195573997568;1773162320396431508;Tiketslotoff;https://twitter.com/Tiketslotoff/status/1773162320396431508
Thu Mar 28 01:36:20 +0000 2024;1773162173700677789;"IDN E-Lottery -  Gebyar Ramadhan | 01 -30 April 2024. Meriahkan Ramadan kamu dengan bermain bersama TIKETSLOT Link Daftar : https://t.co/dbChkw5TRm #RamadanPastiExtra #sandradewi #snbp2024 #FIFASeries #HokBen #FinalFantasy #Marshanda #gerbangtolhalimutama #arema #witan #yati https://t.co/YMAhLnTWeZ";0;0;0;0;in;1626067195573997568;1773162173700677789;Tiketslotoff;https://twitter.com/Tiketslotoff/status/1773162173700677789
Wed Mar 27 22:58:28 +0000 2024;1773122444678574160;"Karena ini akun art, mau spill karya terbaik buat porto snbp hehe. Ahamdulillah lolos, tapi jadi bingung juga karena gk nyangka bakal kuliah beneran wkwkwkw.  #snbp2024 https://t.co/mWHPjfgz9S";0;1;0;2;in;1634332126010277888;1773122444678574160;the_oweng;https://twitter.com/the_oweng/status/1773122444678574160
Wed Mar 27 22:57:13 +0000 2024;1773122131557031955;"Tepat setahun lalu aku gak lulus SNBP. Kalau di inget" inget pas sedih sama kecewanya, pokonya gamau balik lagi sih ke waktu itu 😫  Allhamdulillah Masyaallah sekarang udh tau maksudnya di tolak itu apa 🫶🏻🥹  semangat semuanya ❤️❤️💗  #snbp2024 #snbp2023 #snbt2024 https://t.co/EwpJYeqQdd";0;0;0;1;in;1569936819017633792;1773122131557031955;Jasminewidyy;https://twitter.com/Jasminewidyy/status/1773122131557031955
Wed Mar 27 20:45:24 +0000 2024;1773088959175725409;"https://t.co/8oClaQMkTi   lagu ini dipersembahkan untuk mereka yang baru saja lulus dari kuliah ataupun siapapun yang hendak masuk kuliah (baik sekarang melalui jalur SNBP 2024 #snbp2024 maupun besok melalui jalur SNBT ataupun mandiri)   BUKAN UNTUK MEREKA YANG HOBI PLAGIAT YA!";0;1;0;0;in;1111820391062724610;1773088959175725409;himesaka__;https://twitter.com/himesaka__/status/1773088959175725409
Wed Mar 27 20:16:52 +0000 2024;1773081777227149793;"Berdamai dengan keadaan #snbp2024 #studytwt https://t.co/33WUNtzq4i";0;0;0;0;in;1649665588967653376;1773081777227149793;HanumAfina40917;https://twitter.com/HanumAfina40917/status/1773081777227149793
Wed Mar 27 17:33:12 +0000 2024;1773040588490694918;"nangis liat orang dapet biru tapi lebih nangis lagi liat orang dapet merah. #snbp2024 https://t.co/eMhIbLLxub";0;0;0;0;in;1572160258419871746;1773040588490694918;hiydiyn;https://twitter.com/hiydiyn/status/1773040588490694918
Wed Mar 27 17:27:19 +0000 2024;1773039106718654897;"ketolak snbp sesakit ini kah? ada yg ketolok um juga ngga? #snbp2024 #snbp #gaklolos";0;0;0;0;in;1588546780282527749;1773039106718654897;Dyahrifatul;https://twitter.com/Dyahrifatul/status/1773039106718654897
Wed Mar 27 17:08:34 +0000 2024;1773034389246513641;"Ponakan gw udh siang malem berjuang gak lulus 😒 #FSRDITB #SNBP2024 https://t.co/4ORDgpl8qX";0;0;0;2;in;74861066;1773034389246513641;fabiantr;https://twitter.com/fabiantr/status/1773034389246513641
Wed Mar 27 16:55:42 +0000 2024;1773031151264747576;"gais yang dapet upnvj file untuk surat pernyataan ancur ga ya? let me know yaaa!!! thank u #upnvj #snbp2024";0;0;0;0;in;1728797495059501056;1773031151264747576;50rbitol;https://twitter.com/50rbitol/status/1773031151264747576
Wed Mar 27 16:36:55 +0000 2024;1773026426502992374;"Selamat buat temen-temen yang lolos SNBP tahun ini.  yang belum lolos tenang aja masih ada jalan lain kok, Ingat kata pepatah "Banyak Jalan Menuju Roma" Jika mungkin jaln kita bukan disini mungkin jalan lain akan menjadi milik kita.  #snbp2024 #snbp #jktjourney #Greesel https://t.co/WsSk3Q6WMD";0;0;0;4;in;1592417860134924288;1773026426502992374;jktjourneymedia;https://twitter.com/jktjourneymedia/status/1773026426502992374
Wed Mar 27 16:26:38 +0000 2024;1773023835580698881;"hai yang lolos snbp usu 2024 mutualan sm aku yuk plis mau kenalan hehehe #moots #usutwt #usu #snbp2024 #usu2024 #mabausu #maba";0;1;0;0;in;1673333528602238983;1773023835580698881;figostacy;https://twitter.com/figostacy/status/1773023835580698881
Wed Mar 27 16:13:18 +0000 2024;1773020482213658677;"Terima kasih Unsoed, tlah menerima aku apa adanya🥰  #unsoed #snbp2024 https://t.co/Yn45totJhb";0;0;0;0;in;1641785507935051782;1773020482213658677;aelaelhaz;https://twitter.com/aelaelhaz/status/1773020482213658677
